Customer_ID,Age,Gender,Country,Membership_Tier,Annual_Income_USD,Product_Category,Purchase_Amount_USD,Payment_Method,Orders_Per_Month,Discount_Applied_Percent,Delivery_Time_Days,Review_Rating,Satisfaction_Score,Returned_Item,App_Usage_Mins_Per_Week,Preferred_Shopping_Hour,Signup_Date,Days_Since_Last_Purchase,Churned
CUST-10189,27,Female,Japan,Gold,114356.0,Sports & Outdoors,536.59,Credit Card,4,10,5,2.5,5,No,207,9,2023-02-26,22,No
CUST-10190,19,Female,Canada,Bronze,45792.0,Beauty & Personal Care,50.88,Credit Card,6,5,8,3.5,6,No,147,5,2024-05-14,18,No
CUST-10191,32,Female,India,Silver,65771.0,Electronics,519.06,Apple Pay,3,10,11,3.5,7,No,150,19,2024-09-06,54,No
CUST-10192,48,Female,United States,Silver,42350.0,Apparel,39.65,Credit Card,4,0,11,2.5,5,Yes,163,6,2023-12-29,34,No
CUST-10193,40,Male,United States,Bronze,46209.0,Home & Kitchen,63.06,Credit Card,7,0,2,4.5,8,No,112,20,2022-03-02,42,No
CUST-10194,23,Male,Germany,Bronze,60637.0,Apparel,25.01,Credit Card,8,5,7,3.0,6,No,203,7,2023-03-06,9,No
CUST-10195,40,Male,United States,Bronze,26950.0,Sports & Outdoors,52.91,Apple Pay,5,15,9,2.0,5,No,63,6,2024-11-15,186,No
CUST-10196,42,Female,Japan,Gold,120640.0,Home & Kitchen,199.47,Credit Card,6,25,7,4.0,8,No,153,15,2025-05-07,6,No
CUST-10197,27,Female,Japan,Platinum,138349.0,Electronics,465.32,PayPal,3,10,5,2.5,6,No,228,14,2022-09-28,8,No
CUST-10198,39,Male,United States,Silver,46020.0,Sports & Outdoors,31.37,PayPal,5,10,6,2.0,4,No,69,14,2025-06-12,75,No
CUST-10199,38,Female,Canada,Bronze,59957.0,Books & Media,97.54,Apple Pay,4,0,4,2.5,6,Yes,47,15,2023-08-25,2,No
CUST-10200,24,Female,Canada,Silver,56837.0,Electronics,55.54,PayPal,6,25,7,2.5,5,No,152,10,2023-03-23,58,No
CUST-10201,42,Male,United Kingdom,Gold,108671.0,Home & Kitchen,795.21,Debit Card,3,10,1,4.0,8,No,64,17,2023-08-18,44,No
CUST-10202,44,Female,Brazil,Gold,89748.0,Apparel,8.5,Credit Card,4,15,4,3.0,7,Yes,80,14,2023-04-28,21,No
CUST-10203,50,Male,Australia,Bronze,40923.0,Apparel,50.45,Credit Card,8,15,3,4.5,9,Yes,189,11,2024-11-03,45,No
CUST-10204,50,Female,Germany,Bronze,50884.0,Electronics,114.54,Credit Card,1,0,4,4.0,8,Yes,132,19,2024-05-07,67,No
CUST-10205,21,Female,Japan,Gold,100236.0,Home & Kitchen,135.07,Credit Card,6,10,1,4.5,9,No,253,18,2024-04-15,25,No
CUST-10206,26,Female,United Kingdom,Bronze,18000.0,Books & Media,15.22,Credit Card,7,30,2,4.5,9,No,50,12,2023-08-29,70,Yes
CUST-10207,44,Non-Binary,Brazil,Bronze,21817.0,Home & Kitchen,60.45,Credit Card,4,0,11,1.5,3,Yes,124,20,2024-05-26,100,Yes
CUST-10208,44,Male,Germany,Bronze,58729.0,Electronics,162.62,PayPal,3,15,9,1.5,3,No,175,21,2023-01-26,7,No
CUST-10209,44,Non-Binary,Japan,Silver,59621.0,Home & Kitchen,230.53,Apple Pay,4,30,7,4.0,7,No,73,15,2025-01-11,20,No
CUST-10210,75,Male,Australia,Gold,85572.0,Apparel,128.76,Credit Card,4,5,6,3.5,7,No,229,9,2023-07-09,75,No
CUST-10211,44,Female,United States,Platinum,115545.0,Sports & Outdoors,299.55,Apple Pay,2,20,2,4.0,8,No,210,21,2022-06-04,67,No
CUST-10212,51,Male,Australia,Silver,42564.0,Apparel,22.56,Credit Card,4,25,1,4.0,8,No,36,8,2024-03-30,64,No
CUST-10213,49,Female,United States,Silver,25607.0,Electronics,188.44,Credit Card,5,15,2,4.0,9,No,130,5,2022-01-09,1,No
CUST-10214,45,Male,United States,Bronze,40176.0,Electronics,220.86,PayPal,7,0,7,3.5,6,No,165,11,2023-04-20,16,No
CUST-10215,34,Female,United States,Silver,51228.0,Beauty & Personal Care,21.03,Credit Card,6,5,2,5.0,10,No,107,18,2022-12-01,20,No
CUST-10216,47,Male,India,Bronze,,Apparel,39.69,Credit Card,4,0,3,4.5,9,Yes,36,21,2022-04-24,37,No
CUST-10217,28,Female,Australia,Silver,60773.0,Beauty & Personal Care,18.68,PayPal,6,20,8,3.5,7,No,168,17,2025-06-03,52,No
CUST-10218,35,Female,Japan,Bronze,48551.0,Electronics,42.21,Buy Now Pay Later,5,20,7,3.5,7,No,288,21,2023-01-03,56,No
CUST-10219,32,Male,Japan,Bronze,79677.0,Apparel,25.81,Apple Pay,3,10,11,2.0,3,Yes,134,7,2024-12-08,163,Yes
CUST-10220,38,Female,Canada,Bronze,18000.0,Apparel,8.5,Credit Card,6,5,11,3.0,5,No,231,5,2022-02-07,67,No
CUST-10221,65,Female,India,Bronze,,Books & Media,38.65,Debit Card,1,0,11,3.0,5,No,102,16,2022-07-22,58,No
CUST-10222,18,Female,United Kingdom,Bronze,59515.0,Books & Media,35.38,Apple Pay,3,15,9,3.0,6,No,163,22,2023-11-05,6,No
CUST-10223,46,Female,United Kingdom,Bronze,27976.0,Electronics,629.99,PayPal,6,15,4,3.5,8,No,184,14,2022-11-06,21,No
CUST-10224,18,Male,United States,Platinum,143658.0,Apparel,188.48,Debit Card,7,25,7,3.5,7,Yes,191,5,2024-02-09,9,No
CUST-10225,32,Male,Japan,Silver,53762.0,Electronics,15.52,PayPal,8,15,1,5.0,10,No,127,9,2023-02-12,4,No
CUST-10226,51,Non-Binary,Japan,Silver,65342.0,Home & Kitchen,394.4,Credit Card,8,20,11,2.5,5,No,199,9,2023-09-10,100,No
CUST-10227,38,Male,United Kingdom,Gold,122164.0,Apparel,263.79,PayPal,5,15,11,3.5,6,No,304,11,2025-02-27,36,No
CUST-10228,25,Female,United States,Platinum,150900.0,Sports & Outdoors,111.94,PayPal,1,10,2,3.5,7,No,214,4,2023-01-20,28,No
CUST-10229,29,Male,Australia,Silver,71154.0,Books & Media,31.55,PayPal,3,5,7,4.0,7,No,122,20,2025-01-30,26,No
CUST-10230,46,Female,United States,Gold,87254.0,Apparel,419.16,PayPal,2,25,2,4.5,10,No,151,14,2024-03-11,37,No
CUST-10231,29,Female,Japan,Bronze,,Apparel,38.76,Buy Now Pay Later,6,15,6,3.5,7,Yes,292,17,2023-01-21,53,No
CUST-10232,40,Male,India,Bronze,38247.0,Sports & Outdoors,226.79,Debit Card,6,5,10,3.5,7,No,147,6,2022-02-10,107,No
CUST-10233,38,Female,United Kingdom,Silver,83718.0,Beauty & Personal Care,8.5,Debit Card,8,0,9,1.5,4,No,123,5,2023-02-18,61,No
CUST-10234,30,Male,United States,Silver,34510.0,Electronics,49.32,Debit Card,3,0,11,2.0,4,No,62,16,2024-01-12,0,Yes
CUST-10235,63,Female,Japan,Silver,43008.0,Apparel,45.82,Buy Now Pay Later,7,10,5,3.0,7,No,22,20,2022-01-15,0,No
CUST-10236,45,Male,Australia,Bronze,44272.0,Apparel,70.3,Credit Card,5,0,10,3.0,6,No,165,14,2024-03-15,2,Yes
CUST-10237,18,Male,Canada,Bronze,24276.0,Electronics,330.51,Credit Card,2,0,7,3.0,6,Yes,174,20,2022-07-12,5,No
CUST-10238,40,Male,India,Silver,,Electronics,1216.05,PayPal,4,10,1,5.0,10,No,118,19,2023-06-26,21,No
CUST-10239,30,Male,United States,Bronze,34375.0,Electronics,114.32,Debit Card,1,0,8,2.0,5,No,136,6,2025-06-17,62,No
CUST-10240,48,Male,Canada,Silver,37418.0,Home & Kitchen,8.5,PayPal,3,20,9,2.5,4,Yes,62,9,2025-04-13,28,No
CUST-10241,28,Female,Japan,Silver,44465.0,Apparel,129.48,Apple Pay,8,10,5,3.5,7,No,150,17,2022-08-01,151,No
CUST-10242,36,Male,Australia,Gold,107661.0,Electronics,381.0,Credit Card,7,10,6,3.5,6,No,205,13,2022-04-15,13,No
CUST-10243,44,Female,United States,Gold,71467.0,Electronics,74.09,Credit Card,2,0,11,2.5,5,No,120,10,2025-02-14,62,No
CUST-10244,48,Male,Australia,Gold,66238.0,Beauty & Personal Care,35.37,Apple Pay,4,5,8,2.0,5,No,262,12,2024-05-17,48,No
CUST-10245,23,Male,Canada,Silver,50659.0,Sports & Outdoors,150.14,Credit Card,11,5,4,3.0,7,No,90,13,2022-10-20,37,No
CUST-10246,33,Male,United Kingdom,Gold,108175.0,Apparel,183.97,Credit Card,3,20,2,3.5,8,Yes,192,21,2023-04-29,21,No
CUST-10247,32,Female,United States,Silver,58455.0,Apparel,63.63,Credit Card,3,15,10,2.5,5,No,204,7,2022-03-25,160,Yes
CUST-10248,30,Female,Australia,Bronze,33637.0,Books & Media,8.96,Credit Card,1,0,8,3.0,5,No,131,10,2024-07-27,96,Yes
CUST-10249,59,Male,United States,Bronze,42798.0,Electronics,942.89,Apple Pay,4,10,2,4.0,8,No,129,15,2022-07-03,22,No
CUST-10250,42,Female,United States,Bronze,18000.0,Electronics,182.91,Credit Card,5,0,5,3.0,6,No,36,18,2022-11-14,36,No
CUST-10251,22,Female,United States,Silver,70904.0,Apparel,53.11,PayPal,7,50,6,,9,No,243,16,2025-01-08,23,No
CUST-10252,49,Female,Australia,Silver,68901.0,Electronics,108.19,Credit Card,5,30,5,4.0,8,No,143,21,2022-03-07,115,No
CUST-10253,63,Non-Binary,Germany,Gold,87632.0,Apparel,147.8,Debit Card,3,10,6,4.5,9,Yes,198,19,2023-05-05,49,No
CUST-10254,50,Male,Japan,Bronze,60106.0,Sports & Outdoors,33.45,Credit Card,7,15,6,3.0,7,Yes,193,15,2022-10-25,4,No
CUST-10255,19,Female,United States,Bronze,21705.0,Home & Kitchen,19.86,PayPal,3,20,3,3.5,7,No,90,9,2023-10-26,3,No
CUST-10256,32,Female,Germany,Platinum,160302.0,Apparel,114.86,Apple Pay,3,15,11,4.0,8,No,187,13,2022-01-30,9,No
CUST-10257,53,Female,Canada,Bronze,44780.0,Books & Media,9.72,Credit Card,5,15,11,1.5,5,Yes,229,17,2023-04-19,90,No
CUST-10258,29,Male,Australia,Silver,55942.0,Electronics,293.59,Debit Card,2,30,3,5.0,9,No,75,19,2024-03-26,208,No
CUST-10259,43,Male,Brazil,Silver,61642.0,Electronics,39.02,PayPal,4,10,9,3.0,6,Yes,289,22,2022-04-29,36,Yes
CUST-10260,47,Female,United States,Silver,60069.0,Home & Kitchen,186.6,PayPal,6,10,3,4.0,8,No,101,16,2022-04-25,68,No
CUST-10261,26,Female,Germany,Bronze,63965.0,Home & Kitchen,60.28,Credit Card,4,20,3,4.5,9,No,75,14,2022-12-06,112,Yes
CUST-10262,37,Female,United States,Bronze,22619.0,Electronics,8.5,Buy Now Pay Later,1,15,11,1.0,3,No,139,1,2024-09-23,23,Yes
CUST-10263,18,Male,Canada,Bronze,,Apparel,8.68,Apple Pay,4,15,2,4.5,9,No,277,6,2022-09-22,12,No
CUST-10264,25,Male,United States,Silver,80653.0,Home & Kitchen,551.16,Credit Card,7,0,7,2.0,4,Yes,36,8,2023-03-03,83,No
CUST-10265,34,Female,United States,Silver,51280.0,Home & Kitchen,327.32,Credit Card,4,5,10,2.0,4,No,136,5,2022-11-20,248,Yes
CUST-10266,23,Female,United Kingdom,Bronze,58209.0,Home & Kitchen,45.93,Debit Card,1,0,10,2.5,4,Yes,180,12,2024-10-22,29,Yes
CUST-10267,57,Female,Germany,Silver,92589.0,Apparel,174.28,Apple Pay,1,10,4,4.0,8,No,168,11,2023-01-27,15,No
CUST-10268,20,Non-Binary,United States,Gold,87767.0,Electronics,347.95,Apple Pay,2,10,1,5.0,9,No,188,17,2024-05-10,17,No
CUST-10269,32,Female,Japan,Bronze,54264.0,Apparel,313.22,PayPal,6,50,6,4.0,8,No,100,15,2024-02-17,20,No
CUST-10270,39,Male,United Kingdom,Silver,41233.0,Electronics,118.94,Apple Pay,10,10,5,3.5,7,No,101,16,2024-10-20,48,No
CUST-10271,55,Male,United States,Silver,75585.0,Books & Media,42.2,Credit Card,5,15,11,2.0,4,No,148,13,2023-05-23,78,No
CUST-10272,20,Female,Japan,Bronze,45589.0,Apparel,8.5,Credit Card,2,5,2,4.0,8,No,69,10,2025-03-09,34,No
CUST-10273,51,Female,United States,Bronze,50514.0,Apparel,43.11,PayPal,6,20,6,4.5,8,No,142,21,2025-06-07,12,No
CUST-10274,38,Female,United Kingdom,Silver,50379.0,Beauty & Personal Care,149.93,Crypto,1,10,1,4.5,10,No,119,6,2022-03-19,59,No
CUST-10275,26,Male,Germany,Gold,65100.0,Apparel,75.1,Credit Card,4,15,3,3.0,6,No,121,21,2025-06-06,36,No
CUST-10276,43,Male,United States,Gold,104058.0,Apparel,41.63,PayPal,6,0,4,3.0,5,Yes,192,10,2022-05-19,35,No
CUST-10277,40,Male,United States,Silver,24858.0,Beauty & Personal Care,8.5,Apple Pay,6,10,3,3.5,7,No,14,14,2024-02-24,78,No
CUST-10278,30,Male,United Kingdom,Gold,89287.0,Sports & Outdoors,178.72,PayPal,4,10,6,4.5,8,No,149,7,2025-04-03,48,No
CUST-10279,38,Female,India,Bronze,58941.0,Home & Kitchen,179.84,Debit Card,4,10,11,3.0,6,Yes,300,6,2025-05-13,79,No
CUST-10280,33,Non-Binary,Germany,Silver,65454.0,Electronics,150.03,Apple Pay,1,25,4,4.0,7,No,82,12,2023-08-12,14,No
CUST-10281,39,Male,Germany,Silver,97070.0,Home & Kitchen,672.09,Credit Card,7,20,1,4.5,9,No,252,18,2022-01-19,19,No
CUST-10282,45,Female,Germany,Bronze,60451.0,Beauty & Personal Care,8.5,Crypto,7,30,5,5.0,10,No,153,10,2024-01-26,4,No
CUST-10283,57,Non-Binary,United States,Gold,83229.0,Electronics,130.78,Apple Pay,4,15,5,3.5,7,No,122,15,2023-05-10,39,No
CUST-10284,23,Male,United Kingdom,Silver,62491.0,Electronics,794.83,Debit Card,4,30,9,3.5,8,No,65,10,2023-01-15,36,No
CUST-10285,63,Male,Japan,Bronze,41147.0,Sports & Outdoors,38.62,Apple Pay,2,20,8,,7,Yes,149,12,2023-07-16,0,No
CUST-10286,18,Male,United States,Platinum,111520.0,Electronics,121.56,Debit Card,10,0,8,2.0,4,Yes,270,20,2023-05-12,6,No
CUST-10287,36,Male,United States,Bronze,25072.0,Beauty & Personal Care,24.35,Credit Card,2,5,5,3.5,6,No,107,20,2024-05-02,3,No
CUST-10288,45,Male,United States,Bronze,31906.0,Apparel,117.88,Credit Card,3,0,8,2.5,5,No,130,14,2024-09-25,18,No
CUST-10289,41,Female,United Kingdom,Bronze,18000.0,Apparel,8.5,Debit Card,3,0,10,2.5,5,Yes,194,9,2025-05-22,196,No
CUST-10290,30,Female,India,Gold,,Electronics,1110.74,Credit Card,3,0,7,4.0,7,No,190,9,2024-09-30,38,No
CUST-10291,35,Male,United States,Gold,90516.0,Beauty & Personal Care,95.97,Credit Card,3,0,1,4.0,9,No,63,21,2024-02-11,48,No
CUST-10292,32,Female,Canada,Bronze,18000.0,Apparel,10.2,Apple Pay,5,15,7,1.5,3,No,135,9,2024-06-29,48,No
CUST-10293,30,Female,United States,Silver,69275.0,Home & Kitchen,234.44,Debit Card,3,5,11,2.0,3,Yes,252,19,2025-04-01,93,Yes
CUST-10294,48,Female,India,Bronze,54885.0,Home & Kitchen,81.48,Credit Card,11,5,8,1.5,3,Yes,145,11,2024-12-09,3,Yes
CUST-10295,42,Female,United States,Gold,99086.0,Beauty & Personal Care,32.6,Debit Card,4,15,3,4.5,8,No,10,23,2022-11-17,16,No
CUST-10296,29,Male,United Kingdom,Silver,56166.0,Books & Media,48.62,Apple Pay,1,20,9,3.5,6,No,173,11,2023-03-14,47,No
CUST-10297,48,Non-Binary,Japan,Silver,72645.0,Home & Kitchen,634.7,PayPal,3,30,8,3.0,7,No,143,11,2024-11-01,28,No
CUST-10298,41,Female,Japan,Platinum,152243.0,Apparel,20.09,Debit Card,3,10,2,3.5,7,Yes,77,17,2023-07-10,11,No
CUST-10299,47,Female,United Kingdom,Bronze,47533.0,Books & Media,15.97,PayPal,3,10,6,3.5,7,Yes,34,22,2022-03-20,42,No
CUST-10300,45,Female,United States,Bronze,27156.0,Home & Kitchen,77.32,Credit Card,5,5,4,4.0,8,No,196,22,2022-10-14,26,No
CUST-10301,28,Male,United Kingdom,Silver,66978.0,Apparel,46.44,Credit Card,5,0,3,3.0,6,No,105,18,2022-08-03,7,No
CUST-10302,31,Male,United States,Platinum,161518.0,Electronics,227.11,PayPal,10,0,11,1.0,2,Yes,141,18,2022-02-09,164,Yes
CUST-10303,46,Female,United States,Bronze,31260.0,Sports & Outdoors,8.5,PayPal,4,5,6,3.0,6,No,133,15,2024-10-28,4,No
CUST-10304,45,Male,United Kingdom,Bronze,79762.0,Apparel,124.2,Debit Card,3,50,10,,8,No,118,18,2022-04-09,22,No
CUST-10305,37,Male,United States,Bronze,32538.0,Home & Kitchen,73.97,Apple Pay,6,0,9,4.0,7,No,142,20,2022-03-30,13,No
CUST-10306,39,Male,United States,Silver,62583.0,Apparel,20.6,PayPal,1,0,2,4.5,8,Yes,138,13,2022-01-12,16,Yes
CUST-10307,53,Male,Germany,Bronze,29895.0,Electronics,366.55,Apple Pay,4,0,10,2.5,4,No,56,16,2024-01-11,142,Yes
CUST-10308,30,Female,India,Silver,66018.0,Home & Kitchen,298.27,Credit Card,4,15,10,3.5,6,No,119,15,2024-09-11,56,No
CUST-10309,44,Male,Germany,Platinum,108640.0,Electronics,275.0,Credit Card,3,5,10,1.5,4,Yes,203,15,2025-02-16,1,Yes
CUST-10310,35,Female,United States,Silver,52171.0,Apparel,30.78,Debit Card,5,10,5,3.0,6,Yes,148,20,2025-05-14,4,No
CUST-10311,35,Male,United States,Bronze,22341.0,Home & Kitchen,108.7,Credit Card,9,0,6,2.0,4,No,125,11,2024-10-12,32,No
CUST-10312,51,Male,India,Silver,64436.0,Apparel,32.8,Credit Card,4,5,4,3.5,7,Yes,278,9,2024-05-08,49,No
CUST-10313,47,Male,United States,Bronze,59900.0,Beauty & Personal Care,13.26,Apple Pay,2,0,7,2.5,5,Yes,197,13,2025-02-12,370,Yes
CUST-10314,47,Male,United States,Gold,106628.0,Sports & Outdoors,210.63,PayPal,5,10,2,4.0,8,No,228,9,2024-07-22,6,No
CUST-10315,53,Female,Canada,Silver,19310.0,Beauty & Personal Care,8.5,Debit Card,5,0,7,1.5,3,No,118,14,2022-08-30,29,No
CUST-10316,38,Male,Germany,Bronze,78757.0,Electronics,34.99,Credit Card,7,15,2,4.5,8,No,173,20,2024-05-23,155,No
CUST-10317,46,Prefer not to say,Germany,Silver,67315.0,Electronics,8.5,Credit Card,5,10,1,2.0,5,Yes,125,16,2024-08-06,260,No
CUST-10318,34,Male,United States,Silver,48023.0,Home & Kitchen,26.03,Credit Card,5,15,11,3.5,6,No,194,20,2022-04-07,41,No
CUST-10319,41,Female,United States,Silver,64828.0,Books & Media,8.5,PayPal,6,5,5,3.5,7,No,145,8,2022-06-02,50,No
CUST-10320,36,Female,India,Bronze,45171.0,Sports & Outdoors,572.24,Credit Card,10,5,2,3.5,8,Yes,157,20,2024-09-24,64,No
CUST-10321,39,Female,United States,Gold,82996.0,Sports & Outdoors,48.3,PayPal,5,0,8,3.0,6,No,171,16,2023-07-02,8,No
CUST-10322,45,Male,Germany,Platinum,143562.0,Apparel,23.28,Debit Card,2,10,8,2.5,4,No,190,3,2025-01-12,59,No
CUST-10323,28,Male,Japan,Silver,51065.0,Apparel,23.69,Debit Card,4,10,1,4.0,8,No,336,17,2022-11-02,51,No
CUST-10324,63,Female,Germany,Platinum,132721.0,Apparel,380.95,Credit Card,3,10,4,4.0,8,Yes,143,21,2022-12-20,60,No
CUST-10325,25,Male,United States,Bronze,29646.0,Electronics,158.32,PayPal,4,15,9,,2,No,90,6,2024-09-27,94,Yes
CUST-10326,23,Male,United States,Silver,36211.0,Electronics,108.14,PayPal,6,20,5,3.5,7,No,183,16,2022-10-23,5,No
CUST-10327,51,Male,Canada,Silver,64625.0,Books & Media,70.49,Buy Now Pay Later,7,15,11,2.0,5,No,113,21,2025-03-24,172,No
CUST-10328,47,Male,Australia,Silver,72535.0,Electronics,169.47,Crypto,2,0,10,1.5,4,No,137,1,2022-02-18,98,No
CUST-10329,45,Male,India,Silver,71267.0,Electronics,136.38,Credit Card,5,10,6,4.0,8,Yes,85,16,2023-03-29,4,No
CUST-10330,45,Male,United States,Bronze,56758.0,Electronics,69.3,Apple Pay,9,0,3,3.0,6,No,180,13,2022-02-24,1,No
CUST-10331,37,Female,United States,Bronze,47838.0,Books & Media,13.92,Credit Card,6,15,5,3.0,6,No,176,11,2025-05-06,12,No
CUST-10332,27,Male,India,Bronze,32410.0,Home & Kitchen,49.05,Credit Card,4,5,1,3.0,6,Yes,115,16,2023-01-13,8,Yes
CUST-10333,38,Male,Japan,Bronze,57113.0,Home & Kitchen,193.41,Credit Card,7,0,8,3.5,7,Yes,195,5,2023-09-07,18,No
CUST-10334,29,Male,Brazil,Gold,,Sports & Outdoors,44.68,PayPal,1,20,11,2.0,4,Yes,34,18,2022-07-25,30,No
CUST-10335,49,Male,United States,Bronze,25787.0,Apparel,52.55,PayPal,3,10,6,3.0,6,No,86,0,2025-01-04,12,No
CUST-10336,36,Male,Canada,Bronze,24644.0,Home & Kitchen,8.5,Credit Card,3,5,2,4.5,8,No,121,10,2023-03-28,5,No
CUST-10337,28,Female,Japan,Silver,81441.0,Electronics,75.87,Apple Pay,2,0,4,4.0,8,No,84,14,2025-04-07,26,No
CUST-10338,34,Female,Germany,Silver,78970.0,Electronics,184.12,Credit Card,4,10,4,4.5,8,No,45,12,2024-03-14,21,No
CUST-10339,42,Female,United Kingdom,Gold,103771.0,Sports & Outdoors,437.98,PayPal,7,25,9,,9,No,151,10,2022-05-11,36,No
CUST-10340,31,Female,United States,Silver,81294.0,Beauty & Personal Care,27.18,Credit Card,4,10,9,3.0,6,No,205,19,2022-05-09,16,No
CUST-10341,28,Male,Canada,Bronze,26172.0,Apparel,67.08,Credit Card,4,30,5,3.0,7,Yes,216,21,2024-04-19,7,No
CUST-10342,40,Prefer not to say,United States,Gold,101274.0,Apparel,35.62,PayPal,4,0,3,3.0,7,No,135,20,2022-07-11,14,Yes
CUST-10343,40,Female,United Kingdom,Silver,59746.0,Home & Kitchen,23.76,Credit Card,6,10,1,3.5,8,Yes,197,14,2022-10-05,20,No
CUST-10344,31,Female,India,Bronze,57243.0,Electronics,18.07,PayPal,5,15,6,2.0,5,No,189,20,2022-11-13,255,No
CUST-10345,32,Male,United Kingdom,Silver,59925.0,Electronics,111.71,Credit Card,3,10,8,3.0,6,No,229,21,2022-12-11,34,No
CUST-10346,40,Female,Australia,Platinum,133071.0,Electronics,78.37,PayPal,2,0,1,4.5,9,No,163,12,2024-08-29,5,No
CUST-10347,20,Male,United States,Bronze,51736.0,Apparel,16.53,Credit Card,7,10,11,2.0,4,Yes,28,10,2024-07-19,82,No
CUST-10348,21,Male,Germany,Bronze,57771.0,Beauty & Personal Care,69.18,Apple Pay,4,10,1,4.0,7,No,153,7,2022-06-26,61,No
CUST-10349,29,Male,India,Bronze,29969.0,Apparel,8.5,Apple Pay,2,15,11,3.0,6,No,69,13,2023-03-04,9,No
CUST-10350,35,Female,United States,Bronze,40900.0,Electronics,206.65,Credit Card,3,15,7,2.5,4,No,93,21,2023-08-10,75,Yes
CUST-10351,41,Female,United States,Silver,,Home & Kitchen,70.76,PayPal,4,15,7,1.5,4,Yes,121,15,2022-06-10,79,Yes
CUST-10352,55,Male,United Kingdom,Silver,18000.0,Sports & Outdoors,46.62,Credit Card,7,15,2,,7,No,106,17,2024-01-22,35,No
CUST-10353,48,Male,United States,Bronze,45608.0,Electronics,221.27,PayPal,3,0,3,2.5,5,No,152,7,2023-06-04,80,No
CUST-10354,36,Female,Japan,Platinum,150960.0,Electronics,182.91,Credit Card,1,5,2,4.5,8,No,241,8,2023-08-23,137,No
CUST-10355,37,Male,Brazil,Gold,99717.0,Apparel,41.98,PayPal,4,15,6,2.5,6,Yes,145,13,2024-06-01,24,No
CUST-10356,25,Female,United Kingdom,Silver,26907.0,Beauty & Personal Care,43.64,PayPal,9,30,8,2.5,6,No,159,21,2023-07-21,20,Yes
CUST-10357,37,Male,United States,Gold,88684.0,Home & Kitchen,436.85,Buy Now Pay Later,4,0,8,,7,No,165,11,2022-02-28,6,No
CUST-10358,34,Female,United Kingdom,Bronze,18000.0,Beauty & Personal Care,8.5,PayPal,4,10,1,4.5,8,No,189,20,2022-01-16,41,No
CUST-10359,41,Non-Binary,Japan,Silver,86654.0,Books & Media,8.5,PayPal,7,5,11,2.5,5,Yes,151,7,2025-04-21,5,No
CUST-10360,28,Female,United States,Silver,42451.0,Beauty & Personal Care,94.57,PayPal,5,0,9,3.0,7,No,136,16,2023-09-11,36,No
CUST-10361,44,Female,Canada,Gold,117597.0,Home & Kitchen,105.66,Buy Now Pay Later,3,10,11,1.5,4,No,154,16,2024-10-13,82,Yes
CUST-10362,56,Female,Germany,Gold,112025.0,Apparel,101.97,Apple Pay,6,10,8,3.5,6,No,165,20,2024-07-25,2,No
CUST-10363,36,Female,Germany,Bronze,25789.0,Electronics,89.6,Credit Card,5,0,9,2.5,5,No,81,0,2025-05-26,21,No
CUST-10364,42,Male,United States,Platinum,119609.0,Books & Media,8.5,Debit Card,6,15,9,2.5,6,No,122,8,2025-01-14,23,No
CUST-10365,46,Prefer not to say,Japan,Bronze,48306.0,Apparel,74.35,PayPal,5,20,11,2.0,3,Yes,194,9,2024-11-11,72,No
CUST-10366,33,Female,United States,Gold,79802.0,Electronics,263.44,Debit Card,2,30,6,3.0,5,No,89,21,2022-10-11,34,No
CUST-10367,40,Female,United States,Platinum,141844.0,Home & Kitchen,61.14,Debit Card,5,0,3,4.0,7,No,170,8,2024-02-26,33,Yes
CUST-10368,38,Male,Australia,Bronze,33309.0,Apparel,41.71,Credit Card,5,10,1,3.0,7,No,202,4,2023-11-15,28,No
CUST-10369,39,Male,Japan,Gold,62939.0,Home & Kitchen,286.2,Apple Pay,5,5,11,1.5,4,No,128,15,2022-06-07,2,No
CUST-10370,28,Male,United States,Bronze,18000.0,Home & Kitchen,85.69,Credit Card,5,5,8,2.5,5,No,182,14,2024-06-12,133,No
CUST-10371,38,Female,United States,Silver,66080.0,Apparel,9.96,Credit Card,5,10,10,3.0,6,No,114,20,2024-03-19,35,No
CUST-10372,43,Female,United States,Silver,51891.0,Sports & Outdoors,88.99,Credit Card,4,15,3,3.5,7,No,77,21,2023-09-30,38,No
CUST-10373,55,Male,United States,Silver,52044.0,Apparel,105.2,Apple Pay,4,0,7,3.0,5,No,42,15,2025-03-15,41,Yes
CUST-10374,49,Female,United States,Platinum,152525.0,Apparel,233.61,Credit Card,4,30,10,2.0,5,Yes,281,21,2022-10-16,15,No
CUST-10375,63,Male,United States,Silver,83121.0,Home & Kitchen,204.62,Credit Card,4,20,6,3.5,6,No,87,18,2023-01-05,64,No
CUST-10376,28,Female,United Kingdom,Silver,57094.0,Home & Kitchen,28.32,Apple Pay,3,15,3,3.0,7,No,197,10,2025-01-01,17,No
CUST-10377,48,Male,Japan,Gold,,Beauty & Personal Care,74.3,Credit Card,4,15,6,3.0,5,No,99,21,2023-10-23,25,No
CUST-10378,40,Female,Germany,Platinum,149002.0,Apparel,165.98,Credit Card,6,5,3,4.0,8,No,280,17,2023-12-06,0,No
CUST-10379,64,Male,Germany,Bronze,18000.0,Home & Kitchen,8.5,Credit Card,7,15,9,2.5,5,No,272,12,2023-02-21,239,No
